locus_tag	ftype	length_bp	gene	EC_number	COG	product
DMAJDCCL_03219	CDS	504	rpsE		COG0098	30S ribosomal protein S5
DMAJDCCL_03220	CDS	180	rpmD		COG1841	50S ribosomal protein L30
DMAJDCCL_03221	CDS	435	rplO		COG0200	50S ribosomal protein L15
DMAJDCCL_03222	CDS	1332	secY		COG0201	Protein translocase subunit SecY
DMAJDCCL_03223	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
DMAJDCCL_03224	CDS	357	rpsM		COG0099	30S ribosomal protein S13
DMAJDCCL_03225	CDS	390	rpsK		COG0100	30S ribosomal protein S11
DMAJDCCL_03226	CDS	621	rpsD		COG0522	30S ribosomal protein S4
DMAJDCCL_03227	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
DMAJDCCL_03228	CDS	384	rplQ		COG0203	50S ribosomal protein L17
DMAJDCCL_03229	CDS	369				hypothetical protein
DMAJDCCL_03230	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
DMAJDCCL_03231	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
DMAJDCCL_03232	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
DMAJDCCL_03233	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
DMAJDCCL_03234	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
DMAJDCCL_03235	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
DMAJDCCL_03236	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
DMAJDCCL_03237	CDS	1125				hypothetical protein
DMAJDCCL_03238	CDS	474	smg			Protein Smg
DMAJDCCL_03239	CDS	543	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
DMAJDCCL_03240	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
DMAJDCCL_03241	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
DMAJDCCL_03242	CDS	258				hypothetical protein
DMAJDCCL_03243	CDS	555	yrdA_2		COG0663	Protein YrdA
DMAJDCCL_03244	rRNA	1538				16S ribosomal RNA
DMAJDCCL_03245	tRNA	77				tRNA-Ile(gat)
DMAJDCCL_03246	tRNA	76				tRNA-Ala(tgc)
DMAJDCCL_03247	rRNA	2901				23S ribosomal RNA
DMAJDCCL_03248	rRNA	111				5S ribosomal RNA
DMAJDCCL_03249	tRNA	76				tRNA-Thr(ggt)
DMAJDCCL_03250	rRNA	111				5S ribosomal RNA
DMAJDCCL_03251	CDS	759	glnQ_1			Glutamine transport ATP-binding protein GlnQ
DMAJDCCL_03252	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
DMAJDCCL_03253	CDS	1182				hypothetical protein
DMAJDCCL_03254	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
DMAJDCCL_03255	CDS	222				hypothetical protein
DMAJDCCL_03256	CDS	291				hypothetical protein
DMAJDCCL_03257	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
DMAJDCCL_03258	CDS	1158	acrE			Multidrug export protein AcrE
DMAJDCCL_03259	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
DMAJDCCL_03260	CDS	180				hypothetical protein
DMAJDCCL_03261	CDS	885	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
DMAJDCCL_03262	CDS	297	fis		COG2901	DNA-binding protein Fis
DMAJDCCL_03263	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
DMAJDCCL_03264	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
DMAJDCCL_03265	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
DMAJDCCL_03266	CDS	243	yhdT		COG3924	putative membrane protein YhdT
DMAJDCCL_03267	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
DMAJDCCL_03268	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
DMAJDCCL_03269	CDS	162				hypothetical protein
DMAJDCCL_03270	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
DMAJDCCL_03271	CDS	1941	csrD			RNase E specificity factor CsrD
DMAJDCCL_03272	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
DMAJDCCL_03273	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
DMAJDCCL_03274	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
DMAJDCCL_03275	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
DMAJDCCL_03276	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
DMAJDCCL_03277	CDS	3801				hypothetical protein
DMAJDCCL_03278	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
DMAJDCCL_03279	CDS	930	dmlR_5			HTH-type transcriptional regulator DmlR
DMAJDCCL_03280	CDS	204	aaeX			Protein AaeX
DMAJDCCL_03281	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
DMAJDCCL_03282	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
DMAJDCCL_03283	CDS	273	yhcO		COG2732	putative protein YhcO
DMAJDCCL_03284	CDS	264	bhsA_1			Multiple stress resistance protein BhsA
DMAJDCCL_03285	CDS	471	argR		COG1438	Arginine repressor
DMAJDCCL_03286	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
DMAJDCCL_03287	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
DMAJDCCL_03288	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
DMAJDCCL_03289	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
DMAJDCCL_03290	CDS	1128	zapE		COG1485	Cell division protein ZapE
DMAJDCCL_03291	CDS	429	rplM		COG0102	50S ribosomal protein L13
DMAJDCCL_03292	CDS	393	rpsI		COG0103	30S ribosomal protein S9
DMAJDCCL_03293	CDS	639	sspA		COG0625	Stringent starvation protein A
DMAJDCCL_03294	CDS	498	sspB		COG2969	Stringent starvation protein B
DMAJDCCL_03295	CDS	1368	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
DMAJDCCL_03296	CDS	792	nanR_2		COG2186	HTH-type transcriptional repressor NanR
DMAJDCCL_03297	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
DMAJDCCL_03298	CDS	1491	nanT			Sialic acid transporter NanT
DMAJDCCL_03299	CDS	690	nanE_2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
DMAJDCCL_03300	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
DMAJDCCL_03301	CDS	465	yhcH_2		COG2731	putative protein YhcH
DMAJDCCL_03302	CDS	306				hypothetical protein
DMAJDCCL_03303	CDS	480	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
DMAJDCCL_03304	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
DMAJDCCL_03305	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
DMAJDCCL_03306	CDS	930				hypothetical protein
DMAJDCCL_03307	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
DMAJDCCL_03308	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
DMAJDCCL_03309	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
DMAJDCCL_03310	CDS	633	yrbL			putative protein YrbL
DMAJDCCL_03311	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
DMAJDCCL_03312	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
DMAJDCCL_03313	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
DMAJDCCL_03314	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
DMAJDCCL_03315	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
DMAJDCCL_03316	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
DMAJDCCL_03317	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
DMAJDCCL_03318	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
DMAJDCCL_03319	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
DMAJDCCL_03320	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
DMAJDCCL_03321	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
DMAJDCCL_03322	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
DMAJDCCL_03323	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
DMAJDCCL_03324	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
DMAJDCCL_03325	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
DMAJDCCL_03326	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
DMAJDCCL_03327	CDS	270	ibaG		COG5007	Acid stress protein IbaG
DMAJDCCL_03328	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DMAJDCCL_03329	CDS	279				hypothetical protein
DMAJDCCL_03330	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
DMAJDCCL_03331	CDS	312	rplU		COG0261	50S ribosomal protein L21
DMAJDCCL_03332	CDS	258	rpmA		COG0211	50S ribosomal protein L27
DMAJDCCL_03333	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
DMAJDCCL_03334	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
DMAJDCCL_03335	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
DMAJDCCL_03336	CDS	477	greA		COG0782	Transcription elongation factor GreA
DMAJDCCL_03337	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
DMAJDCCL_03338	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
DMAJDCCL_03339	CDS	1944	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
DMAJDCCL_03340	CDS	849	folP_3	2.5.1.15	COG0294	Dihydropteroate synthase
DMAJDCCL_03341	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
DMAJDCCL_03342	CDS	333	secG		COG1314	Protein-export membrane protein SecG
DMAJDCCL_03343	tRNA	87				tRNA-Leu(gag)
DMAJDCCL_03344	CDS	1518	yhbX	2.-.-.-	COG2194	Putative transferase YhbX
DMAJDCCL_03345	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
DMAJDCCL_03346	tRNA	77				tRNA-Met(cat)
DMAJDCCL_03347	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
DMAJDCCL_03348	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
DMAJDCCL_03349	CDS	2673	infB		COG0532	Translation initiation factor IF-2
DMAJDCCL_03350	CDS	402	rbfA		COG0858	30S ribosome-binding factor
DMAJDCCL_03351	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
DMAJDCCL_03352	CDS	270	rpsO		COG0184	30S ribosomal protein S15
DMAJDCCL_03353	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
DMAJDCCL_03354	CDS	885	nlpI		COG4785	Lipoprotein NlpI
DMAJDCCL_03355	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
DMAJDCCL_03356	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
DMAJDCCL_03357	CDS	1008				hypothetical protein
DMAJDCCL_03358	CDS	879				hypothetical protein
DMAJDCCL_03359	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
DMAJDCCL_03360	CDS	525	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
DMAJDCCL_03361	CDS	504				hypothetical protein
DMAJDCCL_03362	CDS	312				hypothetical protein
DMAJDCCL_03363	CDS	444				hypothetical protein
DMAJDCCL_03364	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
DMAJDCCL_03365	CDS	636				hypothetical protein
DMAJDCCL_03366	CDS	1041				hypothetical protein
DMAJDCCL_03367	CDS	576	osmY_2		COG2823	Osmotically-inducible protein Y
DMAJDCCL_03368	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
DMAJDCCL_03369	CDS	396				hypothetical protein
DMAJDCCL_03370	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
DMAJDCCL_03371	CDS	861	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
DMAJDCCL_03372	CDS	1092	yraK			putative fimbrial-like protein YraK
DMAJDCCL_03373	CDS	2517	yraJ		COG3188	Outer membrane usher protein YraJ
DMAJDCCL_03374	CDS	696	yraI			putative fimbrial chaperone YraI
DMAJDCCL_03375	CDS	585	yraH			putative fimbrial-like protein YraH
DMAJDCCL_03376	CDS	702	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
DMAJDCCL_03377	CDS	792	manZ_2		COG3716	PTS system mannose-specific EIID component
DMAJDCCL_03378	CDS	804	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
DMAJDCCL_03379	CDS	477	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
DMAJDCCL_03380	CDS	861	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
DMAJDCCL_03381	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
DMAJDCCL_03382	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
DMAJDCCL_03383	CDS	435	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
DMAJDCCL_03384	CDS	879	manZ_3		COG3716	PTS system mannose-specific EIID component
DMAJDCCL_03385	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
DMAJDCCL_03386	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
DMAJDCCL_03387	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
DMAJDCCL_03388	CDS	810	srlR_4		COG1349	Glucitol operon repressor
DMAJDCCL_03389	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
DMAJDCCL_03390	CDS	336	prlF		COG2002	Antitoxin PrlF
DMAJDCCL_03391	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
DMAJDCCL_03392	CDS	1335	garP			putative galactarate transporter
DMAJDCCL_03393	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
DMAJDCCL_03394	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
DMAJDCCL_03395	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
DMAJDCCL_03396	CDS	981				IS110 family transposase IS621
DMAJDCCL_03397	CDS	1188				hypothetical protein
DMAJDCCL_03398	CDS	540				hypothetical protein
DMAJDCCL_03399	CDS	939	tsaR_1			HTH-type transcriptional regulator TsaR
DMAJDCCL_03400	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
DMAJDCCL_03401	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
DMAJDCCL_03402	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
DMAJDCCL_03403	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
DMAJDCCL_03404	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
DMAJDCCL_03405	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
DMAJDCCL_03406	CDS	1332	dlsT		COG0814	putative serine transporter
DMAJDCCL_03407	CDS	1311				hypothetical protein
DMAJDCCL_03408	CDS	165				hypothetical protein
DMAJDCCL_03409	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
DMAJDCCL_03410	CDS	897	yhaJ_2			HTH-type transcriptional regulator YhaJ
DMAJDCCL_03411	CDS	378			COG1662	IS1 family transposase IS1R
DMAJDCCL_03412	CDS	276			COG1662	IS1 family transposase IS1A
DMAJDCCL_03413	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
DMAJDCCL_03414	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
DMAJDCCL_03415	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
DMAJDCCL_03416	CDS	300				hypothetical protein
DMAJDCCL_03417	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
DMAJDCCL_03418	CDS	306	yqjD		COG4575	putative protein YqjD
DMAJDCCL_03419	CDS	369	yqjC			Protein YqjC
DMAJDCCL_03420	CDS	384	mzrA			Modulator protein MzrA
DMAJDCCL_03421	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
DMAJDCCL_03422	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
DMAJDCCL_03423	CDS	717				hypothetical protein
DMAJDCCL_03424	CDS	501	cfaB			CFA/I fimbrial subunit B
DMAJDCCL_03425	CDS	2685				hypothetical protein
DMAJDCCL_03426	CDS	1089	cfaE			CFA/I fimbrial subunit E
DMAJDCCL_03427	CDS	1299	exuT			Hexuronate transporter
DMAJDCCL_03428	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
DMAJDCCL_03429	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
DMAJDCCL_03430	CDS	552	ygjV			Inner membrane protein YgjV
DMAJDCCL_03431	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
DMAJDCCL_03432	CDS	2415				hypothetical protein
DMAJDCCL_03433	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DMAJDCCL_03434	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
DMAJDCCL_03435	CDS	771				hypothetical protein
DMAJDCCL_03436	CDS	855	cnoX		COG3118	Chaperedoxin
DMAJDCCL_03437	CDS	780	fetB		COG0390	putative iron export permease protein FetB
DMAJDCCL_03438	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
DMAJDCCL_03439	CDS	918	qmcA		COG0330	Protein QmcA
DMAJDCCL_03440	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
DMAJDCCL_03441	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
DMAJDCCL_03442	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
DMAJDCCL_03443	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
DMAJDCCL_03444	CDS	2505	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
DMAJDCCL_03445	CDS	396	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
DMAJDCCL_03446	CDS	795				hypothetical protein
DMAJDCCL_03447	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
DMAJDCCL_03448	CDS	1653	ushA		COG0737	Protein UshA
DMAJDCCL_03449	CDS	1221	fsr			Fosmidomycin resistance protein
DMAJDCCL_03450	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
DMAJDCCL_03451	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
DMAJDCCL_03452	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
DMAJDCCL_03453	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
DMAJDCCL_03454	CDS	705	adk	2.7.4.3	COG0563	Adenylate kinase
DMAJDCCL_03455	CDS	1875	htpG		COG0326	Chaperone protein HtpG
DMAJDCCL_03456	CDS	606	recR		COG0353	Recombination protein RecR
DMAJDCCL_03457	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
DMAJDCCL_03458	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
DMAJDCCL_03459	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
DMAJDCCL_03460	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
DMAJDCCL_03461	CDS	528	priC		COG3923	Primosomal replication protein N''
DMAJDCCL_03462	CDS	162				hypothetical protein
DMAJDCCL_03463	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
DMAJDCCL_03464	CDS	648	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
DMAJDCCL_03465	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
DMAJDCCL_03466	CDS	3150	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
DMAJDCCL_03467	CDS	375	tomB			Hha toxicity modulator TomB
DMAJDCCL_03468	CDS	219	hha_2			Hemolysin expression-modulating protein Hha
DMAJDCCL_03469	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
DMAJDCCL_03470	CDS	471	ylaC			Inner membrane protein YlaC
DMAJDCCL_03471	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
DMAJDCCL_03472	CDS	354	ybaA		COG5507	putative protein YbaA
DMAJDCCL_03473	CDS	312	atl		COG3695	DNA base-flipping protein
DMAJDCCL_03474	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
DMAJDCCL_03475	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
DMAJDCCL_03476	CDS	1287	amtB			Ammonia channel
DMAJDCCL_03477	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
DMAJDCCL_03478	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
DMAJDCCL_03479	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
DMAJDCCL_03480	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
DMAJDCCL_03481	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
DMAJDCCL_03482	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
DMAJDCCL_03483	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
DMAJDCCL_03484	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
DMAJDCCL_03485	CDS	372			COG1555	putative protein
DMAJDCCL_03486	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
DMAJDCCL_03487	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
DMAJDCCL_03488	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
DMAJDCCL_03489	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
DMAJDCCL_03490	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DMAJDCCL_03491	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
DMAJDCCL_03492	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
DMAJDCCL_03493	CDS	579				hypothetical protein
DMAJDCCL_03494	CDS	1476	ampG_2		COG0477	Anhydromuropeptide permease
DMAJDCCL_03495	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
DMAJDCCL_03496	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
DMAJDCCL_03497	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
DMAJDCCL_03498	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
DMAJDCCL_03499	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
DMAJDCCL_03500	CDS	312				hypothetical protein
DMAJDCCL_03501	CDS	543				hypothetical protein
DMAJDCCL_03502	CDS	972				hypothetical protein
DMAJDCCL_03503	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
DMAJDCCL_03504	CDS	492				hypothetical protein
DMAJDCCL_03505	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
DMAJDCCL_03506	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
DMAJDCCL_03507	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
DMAJDCCL_03508	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
DMAJDCCL_03509	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
DMAJDCCL_03510	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
DMAJDCCL_03511	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
DMAJDCCL_03512	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
DMAJDCCL_03513	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
DMAJDCCL_03514	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
DMAJDCCL_03515	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
DMAJDCCL_03516	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
DMAJDCCL_03517	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
DMAJDCCL_03518	CDS	114	yajI_1			putative lipoprotein YajI
DMAJDCCL_03519	CDS	423	yajI_2			putative lipoprotein YajI
DMAJDCCL_03520	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
DMAJDCCL_03521	CDS	348				hypothetical protein
DMAJDCCL_03522	CDS	972	secF		COG0341	Protein translocase subunit SecF
DMAJDCCL_03523	CDS	1815	secD		COG0342	Protein translocase subunit SecD
DMAJDCCL_03524	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
DMAJDCCL_03525	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
DMAJDCCL_03526	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
DMAJDCCL_03527	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
DMAJDCCL_03528	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
DMAJDCCL_03529	CDS	1374	proY		COG1113	Proline-specific permease ProY
DMAJDCCL_03530	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
DMAJDCCL_03531	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
DMAJDCCL_03532	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
DMAJDCCL_03533	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
DMAJDCCL_03534	CDS	3144	sbcC		COG0419	Nuclease SbcCD subunit C
DMAJDCCL_03535	CDS	1269	araJ		COG2814	Putative transporter AraJ
DMAJDCCL_03536	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
DMAJDCCL_03537	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
DMAJDCCL_03538	CDS	363				hypothetical protein
